RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,cos(RI+Na),cos(RI+Mg),cos(RI+Al),cos(RI+Si),cos(RI+K),cos(RI+Ca),cos(RI+Ba),cos(RI+Fe),cos(Na+Mg),cos(Na+Al),cos(Na+Si),cos(Na+K),cos(Na+Ca),cos(Na+Ba),cos(Na+Fe),cos(Mg+Al),cos(Mg+Si),cos(Mg+K),cos(Mg+Ca),cos(Mg+Ba),cos(Mg+Fe),cos(Al+Si),cos(Al+K),cos(Al+Ca),cos(Al+Ba),cos(Al+Fe),cos(Si+K),cos(Si+Ca),cos(Si+Ba),cos(Si+Fe),cos(K+Ca),cos(K+Ba),cos(K+Fe),cos(Ca+Ba),cos(Ca+Fe),cos(Ba+Fe),Type
1.53393,12.3,0.0,1.0,70.16,0.12,16.19,0.0,0.24,0.29861102106109000,0.036857976364853700,-0.8209847673829910,-0.8458172709336390,-0.08303794727754940,0.43061168365198900,0.036857976364853700,-0.20173955868631200,0.9647326178866100,0.7427491727036700,0.7119037480236660,0.9893069331007510,-0.9768340629724200,0.9647326178866100,0.9996523154984470,0.5403023058681400,0.5019351208712280,0.9928086358538660,-0.8860525632323340,1.0,0.9713379748520300,-0.45659599017733200,0.43568244627671200,-0.08864309536611980,0.5403023058681400,0.32479628443877600,0.3947858030930770,-0.04378397239385710,0.5019351208712280,0.28195838837540600,-0.824183878421875,0.9928086358538660,0.9358968236779350,-0.8860525632323340,-0.7504611808252100,0.9713379748520300,2
1.52222,14.43,0.0,1.0,72.67,0.1,11.52,0.0,0.08,-0.9703173413232370,0.048557225116674600,-0.814242806804362,0.35675558749886200,-0.05140101212465020,0.8889039441670940,0.048557225116674600,-0.031418501923877500,-0.2886658352040570,-0.9616163069669230,0.6489488382546880,-0.38280720767428700,0.6842228795055710,-0.2886658352040570,-0.36425531546343300,0.5403023058681400,-0.9157727188827870,0.9950041652780260,0.5007159772707910,1.0,0.9968017063026190,-0.15677790116395500,0.4535961214255770,0.9989250756942410,0.5403023058681400,0.47132836417374000,-0.8710949047148320,-0.8062554663025240,-0.9157727188827870,-0.8807423311097220,0.5846314504470890,0.9950041652780260,0.9838436927881210,0.5007159772707910,0.5682896297679740,0.9968017063026190,2
1.51818,13.72,0.0,0.56,74.45,0.0,10.99,0.0,0.0,-0.8916664222283540,0.05259205229947080,-0.4858921938213110,0.8419245488082280,0.05259205229947080,0.9983074038961450,0.05259205229947080,0.05259205229947080,0.40517198543356200,-0.14234789107731400,0.978978316856836,0.40517198543356200,0.9119677464221610,0.40517198543356200,0.40517198543356200,0.8472551110134160,0.5831270522374820,1.0,-0.005574258696310300,1.0,1.0,0.9255829342694720,0.8472551110134160,0.526455126081828,0.8472551110134160,0.8472551110134160,0.5831270522374820,-0.8156188499735800,0.5831270522374820,0.5831270522374820,-0.005574258696310300,1.0,1.0,-0.005574258696310300,-0.005574258696310300,1.0,2
1.52664,11.23,0.0,0.77,73.21,0.0,14.68,0.0,0.0,0.9819533236120890,0.044141978997776300,-0.6637666954900410,0.7890202565588760,0.044141978997776300,-0.8782162018142550,0.044141978997776300,0.044141978997776300,0.23228444425427900,0.8438539587324920,-0.9275470813848850,0.23228444425427900,0.7128387143192670,0.23228444425427900,0.23228444425427900,0.7179106696109430,-0.5789394232697470,1.0,-0.5165638642860120,1.0,1.0,0.15198138779988000,0.7179106696109430,-0.966911577546057,0.7179106696109430,0.7179106696109430,-0.5789394232697470,0.9972191349903970,-0.5789394232697470,-0.5789394232697470,-0.5165638642860120,1.0,1.0,-0.5165638642860120,-0.5165638642860120,1.0,2
1.52739,11.02,0.0,0.75,73.08,0.0,14.96,0.0,0.0,0.9998198735471240,0.043392697702244000,-0.6492467660084300,0.7032528594347260,0.043392697702244000,-0.7113165887244510,0.043392697702244000,0.043392697702244000,0.024423283715361800,0.6993056768682910,-0.7498231053016200,0.024423283715361800,0.6620400950622380,0.024423283715361800,0.024423283715361800,0.7316888688738210,-0.679754133874986,1.0,-0.733075665800043,1.0,1.0,0.002572637802029750,0.7316888688738210,-0.9999979258619930,0.7316888688738210,0.7316888688738210,-0.679754133874986,0.997158337104645,-0.679754133874986,-0.679754133874986,-0.733075665800043,1.0,1.0,-0.733075665800043,-0.733075665800043,1.0,2
1.52777,12.64,0.0,0.67,72.02,0.06,14.4,0.0,0.0,-0.030598282201380800,0.04301305250297440,-0.5866967084911440,-0.2760263356977980,-0.01697285818184450,-0.9759396078958950,0.04301305250297440,0.04301305250297440,0.9972905811615750,0.7360164495269490,-0.986744619690411,0.991084871814253,-0.33014996545568000,0.9972905811615750,0.9972905811615750,0.7838216658808490,-0.972133273435337,0.9982005399352040,-0.25981735621375600,1.0,1.0,-0.9075561698244910,0.7451744023448700,-0.8033104204822070,0.7838216658808490,0.7838216658808490,-0.9844412531709730,0.02619902823342390,-0.972133273435337,-0.972133273435337,-0.3172545344270360,0.9982005399352040,0.9982005399352040,-0.25981735621375600,-0.25981735621375600,1.0,2
1.51892,13.46,3.83,1.26,72.55,0.57,8.21,0.0,0.14,-0.7458120767586730,0.5944093992231540,-0.9349519752150100,0.23915221962722000,-0.49525095176081500,-0.9541042412379940,0.05185306206771490,-0.08800965928185650,0.011240168559593800,-0.550391482251953,-0.37444482962630800,0.10696192793604200,-0.9488734887066880,0.6265875942814480,0.5117039924531480,0.3687008514617330,0.5555464447807560,-0.30733286997841900,0.8646361593052120,-0.7722588196467440,-0.6760501726952920,-0.01742647722135920,-0.2563109082275230,-0.9989776578286710,0.3058169083782890,0.169967142900241,-0.6498806235185980,0.6046985582788860,-0.9572750755999180,-0.9075561698244910,-0.7992332368822160,0.8419009751622690,0.7583618759905080,-0.3485450521612560,-0.4759275350333110,0.9902159962126370,2
1.51847,13.1,3.97,1.19,72.44,0.6,8.43,0.0,0.0,-0.46293458975304700,0.7004879695023340,-0.9076595770395350,0.13066791469709400,-0.5207025657427270,-0.8659787682019550,0.05230245142871810,0.05230245142871810,-0.2072465851011830,-0.1522387756638650,-0.7537815793026530,0.42337454445066500,-0.8955419988363260,0.8609666164623060,0.8609666164623060,0.4328131444694520,0.5303556439480400,-0.1419083207836730,0.9861923022788640,-0.6760501726952920,-0.6760501726952920,-0.19614731702428400,-0.21745242068136500,-0.9810046215940660,0.371659872260533,0.371659872260533,-0.708540182623666,0.6884772330708940,-0.9832349658473990,-0.9832349658473990,-0.9230819841240740,0.8253356149096780,0.8253356149096780,-0.5446891134684130,-0.5446891134684130,1.0,2
1.51846,13.41,3.89,1.33,72.38,0.51,8.28,0.0,0.0,-0.7112627917198880,0.6412076726665170,-0.957343385845192,0.07097292156599160,-0.4418534257827210,-0.9309895464414670,0.052312437739003900,0.052312437739003900,0.021238808173646000,-0.5669784286603410,-0.5677729964669370,0.21546397609860900,-0.954996431889142,0.6647558386752100,0.6647558386752100,0.4860908862879410,0.6434678425736510,-0.30733286997841900,0.9224682739361200,-0.7327735548521210,-0.7327735548521210,-0.11715767410594700,-0.2659638756089800,-0.982895383053711,0.23847605343372300,0.23847605343372300,-0.806038117034695,0.5221648176163580,-0.9923996959342070,-0.9923996959342070,-0.8052033853057,0.8727445076457510,0.8727445076457510,-0.4132483386740280,-0.4132483386740280,1.0,2
1.51829,13.24,3.9,1.41,72.33,0.55,8.31,0.0,0.1,-0.5819488273269280,0.6487197933414500,-0.9773371111977860,0.02086112726284680,-0.47722452642068600,-0.9196876639485750,0.052482204212666500,-0.04747582037600630,-0.13831473848192600,-0.4906478210147380,-0.7337316084754500,0.3402351367556040,-0.9042618430663240,0.7815627107880270,0.7153794036061150,0.5626691534050320,0.67356389833507,-0.2593885027896260,0.9371691958992330,-0.7259323042001400,-0.6536436208636120,-0.08731602611851310,-0.3794517647881550,-0.95673756308306,0.16010431155483100,0.0607588812193859,-0.8119163530990350,0.5050046333370050,-0.9973097044566140,-0.9850092050037350,-0.8447074629185180,0.8525245220595060,0.7960837985490560,-0.4403768442844540,-0.5278085365487930,0.9950041652780260,2
1.51708,13.72,3.68,1.81,72.06,0.64,7.88,0.0,0.0,-0.8911679205229940,0.4659349899927270,-0.9828464882241120,-0.2477405051208990,-0.5532691409400580,-0.99961643600734,0.05369049794819690,0.05369049794819690,0.12094359992847800,-0.9842062871787040,-0.5759763225591130,-0.2209935185048080,-0.9244717749141220,0.40517198543356200,0.40517198543356200,0.701579055431586,0.9421608007687720,-0.38239691771268000,0.5349306910159650,-0.8585264337421020,-0.8585264337421020,0.04255978181860010,-0.7702312540473080,-0.9650343229592010,-0.23692904868467500,-0.23692904868467500,-0.9033115553130560,-0.1697861520858060,-0.9807303252369310,-0.9807303252369310,-0.6178601819419250,0.8020957578842930,0.8020957578842930,-0.026015430579440800,-0.026015430579440800,1.0,2
1.51673,13.3,3.64,1.53,72.53,0.65,8.03,0.0,0.29,-0.6284532104843570,0.4298629841561780,-0.9955039116573100,0.21754901885156700,-0.5612817301390980,-0.9925730615504750,0.05403998982126580,-0.23375089447264900,-0.3323174380458640,-0.6387196101514880,-0.5344002117592610,0.18607606500180900,-0.7892874997965020,0.7427491727036700,0.5202698824223810,0.44180619030570500,0.7166729829906890,-0.4099406389623060,0.6244488634114610,-0.8783450073588740,-0.7049757691956580,0.23048166007764100,-0.5722145708524370,-0.9908714224492670,0.040785011241591000,-0.24663230996883400,-0.6031363677563870,0.43441377870094700,-0.9628668191752100,-0.8454607572525790,-0.7352384205988410,0.7960837985490560,0.5897880250310980,-0.17511085919081000,-0.4493328062808370,0.9582438755126970,2
1.51652,13.56,3.57,1.47,72.45,0.64,7.96,0.0,0.0,-0.8071763732913670,0.36546379802545400,-0.9880003118982120,0.13864457557181100,-0.5528025727806890,-0.9986616793117550,0.05424968177029550,0.05424968177029550,-0.1482115409827930,-0.7788517879778470,-0.3744448296262950,-0.06279172292408350,-0.8910475262968060,0.5456519927727260,0.5456519927727260,0.3217820292497220,0.8128450723939300,-0.4815206960416740,0.5093469138057550,-0.9096285273579450,-0.9096285273579450,0.09244047741847610,-0.5134528123039590,-0.9999863651841220,0.10062573338693200,0.10062573338693200,-0.6723858681190920,0.29493484853361100,-0.9813624040138370,-0.9813624040138370,-0.6787200473200130,0.8020957578842930,0.8020957578842930,-0.10581987174621800,-0.10581987174621800,1.0,2
1.51844,13.25,3.76,1.32,72.4,0.58,8.42,0.0,0.0,-0.5901729468244730,0.5363031993122340,-0.954400070180507,0.090887045155901,-0.5034988842374530,-0.8709509354346490,0.05233241034388060,0.05233241034388060,-0.2655357653126660,-0.4194442794944120,-0.6770877259016640,0.3023593987747330,-0.9488734887066880,0.775285470129288,0.775285470129288,0.3593870904325900,0.7236111271494740,-0.3638417096768580,0.9262828155547180,-0.8148028117859130,-0.8148028117859130,-0.10722084852347700,-0.32328956686350300,-0.9507275640659080,0.2481754516523730,0.2481754516523730,-0.7495800213847380,0.6513690257679320,-0.9897402614514160,-0.9897402614514160,-0.9111302618846770,0.8364626499151870,0.8364626499151870,-0.536275638567084,-0.536275638567084,1.0,2
1.51663,12.93,3.54,1.62,72.96,0.64,8.03,0.0,0.21,-0.30454724540685300,0.33748232209802500,-0.9999876860599460,0.6045514485517860,-0.5528942337841770,-0.9925852215855280,0.054139843428115100,-0.15520372428734100,-0.7234313599131940,-0.40120598210610100,-0.48275510834015200,0.5372447313175410,-0.5138338333088780,0.9346121234252920,0.8399369017140280,0.4328131444694520,0.45201234267200900,-0.5075931258152770,0.5433527633267750,-0.9216800341052030,-0.8205593573395610,0.6835188747617640,-0.6359228165940030,-0.9747445446749900,-0.04918382191417060,-0.2563109082275230,-0.22547187812892700,0.7703483730842080,-0.7626675025278820,-0.6110824591457330,-0.7284236861977680,0.8020957578842930,0.6599831458849820,-0.17511085919081000,-0.3765027618802830,0.9780309147241480,2
1.51687,13.23,3.54,1.48,72.84,0.56,8.1,0.0,0.0,-0.5726240476196880,0.337708232024246,-0.9895459422716560,0.5050523691111720,-0.4847468126660790,-0.9816069862552270,0.053900193864028600,0.053900193864028600,-0.48709431472998700,-0.5420150349464450,-0.3181694543738760,0.3402351367556040,-0.7892874997965020,0.7877617958269870,0.7877617958269870,0.30278266187032400,0.5555464447807440,-0.5748239465332690,0.60073942634101,-0.9216800341052030,-0.9216800341052030,0.4728942536240770,-0.452176162140912,-0.9879772279808660,0.09067162446430970,0.09067162446430970,-0.41453098325609600,0.7375177588440970,-0.8346116317145690,-0.8346116317145690,-0.7215361100350930,0.8472551110134160,0.8472551110134160,-0.2435441537357910,-0.2435441537357910,1.0,2
1.51707,13.48,3.48,1.71,72.52,0.62,7.99,0.0,0.0,-0.7577793112933090,0.28085132375367600,-0.9963490353812370,0.20811037804089500,-0.5364911113026920,-0.9966159205295730,0.053700483521762200,0.053700483521762200,-0.31338888231930900,-0.8688293907034910,-0.38369844494974200,0.0371583847908264,-0.8672479032106910,0.6108762999832120,0.6108762999832120,0.45965884634653100,0.8243313311075580,-0.5748239465332690,0.45682766203947200,-0.9432845990484760,-0.9432845990484760,0.3917866099617720,-0.6883440203992380,-0.9623648798313100,-0.13875453495237800,-0.13875453495237800,-0.6345509391160210,0.3888539660057830,-0.9655183995357270,-0.9655183995357270,-0.6860299601802820,0.8138784566625340,0.8138784566625340,-0.13559934129353100,-0.13559934129353100,1.0,2
1.52177,13.2,3.68,1.15,72.75,0.54,8.52,0.0,0.0,-0.5518684041984880,0.4700796513167600,-0.8916485919311610,0.42986444776917100,-0.47148476881187400,-0.8156225030821690,0.049006689366084500,0.049006689366084500,-0.3882755541229360,-0.21122987870191600,-0.42937260784394900,0.3868073630245100,-0.9634638996238900,0.8058839576404510,0.8058839576404510,0.11734006757595500,0.5132952015056230,-0.4727324190743090,0.9336336440746370,-0.8585264337421020,-0.8585264337421020,0.07250895329270870,-0.11892156929661200,-0.9700834440387660,0.4084874408841570,0.4084874408841570,-0.5119277164778860,0.9165582747536790,-0.8807423311097220,-0.8807423311097220,-0.9342029948839240,0.8577086813638240,0.8577086813638240,-0.6178601819419250,-0.6178601819419250,1.0,2
1.51872,12.93,3.66,1.56,72.51,0.58,8.55,0.0,0.12,-0.30653729802447500,0.4496120979149430,-0.9980241657118520,0.19993603835030700,-0.503740783342388,-0.7997353639783120,0.052052791974341000,-0.06787145618826100,-0.6355800351668640,-0.34555772598306700,-0.8156188499735800,0.5868532072224950,-0.8721832238518930,0.9346121234252920,0.8853131098124400,0.4860908862879410,0.7166729829906890,-0.4550149301433050,0.9371691958992330,-0.8686094366471650,-0.8030458656697310,0.24020074060520600,-0.5389614493995120,-0.7742785497744020,0.010796117058267400,-0.10898675223987100,-0.6723858681190920,0.8130589743840960,-0.9680734288608840,-0.9311037863709380,-0.9568666743872640,0.8364626499151870,0.7648421872844890,-0.6411672671296020,-0.7284236861977680,0.9928086358538660,2
1.51667,12.94,3.61,1.26,72.75,0.56,8.6,0.0,0.0,-0.31409480765020100,0.40253187554712300,-0.9341513671170170,0.4252541208327830,-0.4845718720685080,-0.7700402819375230,0.054099902050287200,0.054099902050287200,-0.6659448039708390,-0.06279172292408180,-0.6471178844938250,0.594920663309892,-0.8999469179222440,0.931008766124771,0.931008766124771,0.15695928761002300,0.5720639407022880,-0.5161835717748250,0.9371691958992330,-0.8922884481070680,-0.8922884481070680,0.18156005444970000,-0.24663230996883400,-0.9067764503038210,0.3058169083782890,0.3058169083782890,-0.49464590912208200,0.9455848301414110,-0.8807423311097220,-0.8807423311097220,-0.9651506312230300,0.8472551110134160,0.8472551110134160,-0.6787200473200130,-0.6787200473200130,1.0,2
1.52081,13.78,2.28,1.43,71.99,0.49,9.85,0.0,0.17,-0.9182518391162110,-0.7904718476000040,-0.98185612327856,-0.3113538447633800,-0.42595183588124200,0.3664918511269200,0.04996551314884940,-0.11972578215383500,-0.9386723739869130,-0.8785572023484810,-0.5841220514990230,-0.13244277182027400,0.06800257741715600,0.349621372332016,0.18607606500181100,-0.8427593539586940,0.42826565386113800,-0.931750235288572,0.9062915995174440,-0.6512296605275460,-0.7702312540473070,-0.3962485891934360,-0.3421496511508980,0.2806062832088180,0.1403316058467370,-0.029199522301288600,-0.9751567040436320,0.9874507816402070,-0.9646640348235490,-0.9953348535571470,-0.6096145804151180,0.8823328586101220,0.7899922314973650,-0.9109471591078880,-0.8280240234935600,0.9855847669095610,2
1.52068,13.55,2.09,1.67,72.18,0.53,9.57,0.27,0.17,-0.8037152158994230,-0.8919812451221770,-0.9987954581091020,-0.1264082680514770,-0.4616759911408790,0.09496240387135590,-0.21811609858216400,-0.11959671623265700,-0.9976913859352590,-0.8832895666977760,-0.6161127925152380,0.057135808750675100,-0.4276983116183640,0.3118760620257060,0.40517198543356200,-0.8148028117859130,0.42826565386115100,-0.8670267214458030,0.6166071144741450,-0.7097925563621210,-0.6359228165940020,0.022570723804613500,-0.5885011172553460,0.24199914701953500,-0.36087288013976700,-0.26596387560898000,-0.8989766103988460,0.9976485590263840,-0.9813624040138370,-0.9956442836821310,-0.7805681801691840,0.6967067093471660,0.7648421872844880,-0.9150267739551640,-0.9507275640659080,0.9047516632199630,2
1.5202,13.98,1.35,1.63,71.76,0.39,10.56,0.0,0.18,-0.9784947367459270,-0.9633984973841740,-0.9999629570225870,-0.520321478735686,-0.3329248430111210,0.8841285928814640,0.050574741890626,-0.12904282467940300,-0.9294181744840190,-0.9952054352809370,-0.6082055390304970,-0.2307350591400080,0.8294124462151090,0.15652069800626700,-0.022831074900527500,-0.9869722926960380,-0.6574483660720190,-0.16839744794907700,0.7922122610537940,0.2190066870930420,0.040785011241591000,-0.42361045720064000,-0.4342483461183010,0.9300047296636610,-0.059169093714148100,-0.2369290486846750,-0.994320296111166,0.8029364058171520,-0.8791927476112860,-0.9502897936983400,-0.04555851278422190,0.9249090598573130,0.8419009751622690,-0.42193113603384600,-0.2528010840049030,0.9838436927881210,2
1.52177,13.75,1.01,1.36,72.19,0.33,11.14,0.0,0.0,-0.9063665412525710,-0.819749600942838,-0.9664355552499590,-0.1153996809141720,-0.27729127134713400,0.9954529287703480,0.049006689366084500,0.049006689366084500,-0.583338591256877,-0.8264839276775450,-0.4383822632207820,0.057135808750675100,0.9706827289249640,0.3775665710972930,0.3775665710972930,-0.7168010572865430,-0.5870640462090190,0.22875280780845900,0.9145628431984180,0.5318607213743560,0.5318607213743560,-0.2738822864870270,-0.11892156929661200,0.9977982791785810,0.20923866589141900,0.20923866589141900,-0.9655183995357270,-0.0777162345530201,-0.9977809739150810,-0.9977809739150810,0.45682766203947200,0.946042343528387,0.946042343528387,0.14392414497799300,0.14392414497799300,1.0,2
1.52614,13.7,0.0,1.36,71.24,0.19,13.44,0.0,0.1,-0.886151501754631,0.0446414860931128,-0.9675490167679320,-0.8729841133469400,-0.14483248783688000,-0.7372379244257000,0.0446414860931128,-0.055315425304292,0.42337454445066500,-0.7973147490586080,-0.9931634965510060,0.24465798416030300,-0.4227361973430870,0.42337454445066500,0.3308148779490490,0.20923866589141900,-0.5262336999143890,0.9820042351172700,0.6420482618963620,1.0,0.9950041652780260,-0.9416258104001760,0.02079482780309240,-0.6153524829547190,0.20923866589141900,0.11056977982006900,-0.6773579922302310,-0.9897926768183100,-0.5262336999143890,-0.6084970695136440,0.48570275453453300,0.9820042351172700,0.9582438755126970,0.6420482618963620,0.5623019861866800,0.9950041652780260,2
1.51813,13.43,3.98,1.18,72.49,0.58,8.15,0.0,0.0,-0.7249508659508500,0.7073491755780830,-0.903271361382335,0.17972081773696400,-0.5032310213270930,-0.9705357307624240,0.052641983037730000,0.052641983037730000,0.13086398116117600,-0.45541032994401800,-0.4562691638171520,0.1268244729473490,-0.9166623852129240,0.6496826741947140,0.6496826741947140,0.4328131444694520,0.4785652889818040,-0.1517998584983560,0.906291599517445,-0.6686479373533510,-0.6686479373533510,-0.15677790116395500,-0.1880768388928800,-0.9955119302282580,0.3809248243668820,0.3809248243668820,-0.6870544247839530,0.5050046333370050,-0.972892822082491,-0.972892822082491,-0.7681958735481260,0.8364626499151870,0.8364626499151870,-0.29171407399142600,-0.29171407399142600,1.0,2
1.518,13.71,3.93,1.54,71.81,0.54,8.21,0.0,0.15,-0.8870118842771370,0.6710403035711020,-0.9965081681755290,-0.4789229205859330,-0.4681567603569990,-0.9543793541476410,0.05277180234098110,-0.09705067314387800,0.3534348533112420,-0.8969548417022890,-0.766772452853074,-0.11259379263383500,-0.9974700076591210,0.41429397946846400,0.2736318165501670,0.6871878618312010,0.9421608007687720,-0.24002245327754900,0.9104727446158000,-0.7049757691956580,-0.5910734367830320,-0.45949573073567900,-0.48748210233435900,-0.9475798039779930,0.030791459082466100,-0.11892156929661200,-0.9956442836821310,-0.09048871920607570,-0.9019073742941670,-0.956326663693293,-0.7808456836057490,0.8577086813638240,0.7712460149971070,-0.3485450521612560,-0.48469843725015400,0.9887710779360420,2
1.51811,13.33,3.85,1.25,72.78,0.52,8.12,0.0,0.0,-0.6525486609336820,0.6097308880503300,-0.9310623128339080,0.4534948005564350,-0.45048961038522400,-0.9773308901631710,0.05266195529619120,0.05266195529619120,-0.09859913176473530,-0.428500966998735,-0.28000370992845600,0.28323631989098800,-0.8571175919257260,0.7223308807054330,0.7223308807054330,0.37797774271298000,0.33256304478883500,-0.33573836075915100,0.8273794798597430,-0.7593990591375080,-0.7593990591375080,0.20119002967760400,-0.19788881460910900,-0.9985000626257150,0.3153223623952690,0.3153223623952690,-0.5033119781891870,0.7099219166513440,-0.8661402849970220,-0.8661402849970220,-0.7075451946476820,0.8678191796776500,0.8678191796776500,-0.26289194958500000,-0.26289194958500000,1.0,2
1.51789,13.19,3.9,1.3,72.33,0.55,8.44,0.0,0.28,-0.5402406515647990,0.648415330511386,-0.9480641829066800,0.020461212651419500,-0.4768729756915530,-0.8612296554154760,0.05288164874723210,-0.22514677195360800,-0.18764066678445000,-0.34555772598306700,-0.7667724528530830,0.3868073630245080,-0.9354915930150330,0.811764300246999,0.6187628850187660,0.4685166713003770,0.67356389833507,-0.2593885027896260,0.9744873987650980,-0.7259323042001400,-0.5075931258152770,-0.19614731702428400,-0.27559024682451300,-0.9507275640659080,0.26749882862458700,-0.009203543268808340,-0.8119163530990350,0.6126327351269710,-0.9973097044566140,-0.9382121725782130,-0.9069635895848720,0.8525245220595060,0.6748757600712670,-0.5530481199123020,-0.7617554219195390,0.9610554383107710,2
1.51806,13.0,3.8,1.08,73.07,0.56,8.38,0.0,0.12,-0.37174967355588400,0.5693138632111430,-0.8558870688421760,0.6893798679326400,-0.48578730807309500,-0.8900770984231240,0.0527118858501686,-0.06721296336477720,-0.46067858741136300,0.057135808750675100,-0.3181694543738890,0.5456519927727260,-0.818989496023576,0.9074467814501960,0.8506218777929890,0.1668273258502220,0.09885827766744350,-0.3451409698083240,0.9262828155547180,-0.7909677119144170,-0.7120327163983100,0.31700755856004700,-0.06914844865406220,-0.999379768101426,0.47132836417374000,0.3623577544766730,-0.19614731702428400,0.9733442098091580,-0.6870544247839530,-0.5951299632329010,-0.8847784438452540,0.8472551110134160,0.7775727187509280,-0.5020939611283970,-0.6020119026848240,0.9928086358538660,2
1.51711,12.89,3.62,1.57,72.96,0.61,8.11,0.0,0.0,-0.2666765580293530,0.4120666037650600,-0.9985161873241820,0.6049337306190830,-0.528059336634775,-0.9796006085885980,0.053660541195291000,0.053660541195291000,-0.6952442031491080,-0.3172545344270360,-0.5173898307526010,0.594920663309892,-0.5477292602242690,0.9480874853642200,0.9480874853642200,0.4596588463465320,0.37928183380545700,-0.4638968692589800,0.670161020902945,-0.8877292517787500,-0.8877292517787500,0.6461832172915590,-0.5722145708524370,-0.9676072634589880,0.0007963267107332630,0.0007963267107332630,-0.25459352976215000,0.8188400380716580,-0.7626675025278820,-0.7626675025278820,-0.7617554219195390,0.8196480178454800,0.8196480178454800,-0.2532307130905380,-0.2532307130905380,1.0,2
1.51674,12.79,3.52,1.54,73.36,0.66,7.9,0.0,0.0,-0.168761546962788,0.3186937119246690,-0.9964021730547510,0.8670810105912100,-0.5695379960876450,-0.9999676957672640,0.05403000443084230,0.05403000443084230,-0.824183878421877,-0.1916402091287050,-0.24139001927807700,0.6343496453068600,-0.26639193345570800,0.9750989841407340,0.9750989841407340,0.3406526881077900,0.08890248541487540,-0.5075931258152770,0.41179751556430000,-0.9292542053441230,-0.9292542053441230,0.8784327871506190,-0.5885011172553460,-0.9998841469978860,0.030791459082466100,0.030791459082466100,0.19138461121446200,0.9125135023815890,-0.4505911043892120,-0.4505911043892120,-0.6488090927025190,0.7899922314973650,0.7899922314973650,-0.04600212563953700,-0.04600212563953700,1.0,2
1.51674,12.87,3.56,1.64,73.14,0.65,7.99,0.0,0.0,-0.2469902681313310,0.35634299135244400,-0.9998852811418340,0.7374673146532860,-0.561290006359093,-0.9966429919962660,0.05403000443084230,0.05403000443084230,-0.7504611808252100,-0.36425531546343300,-0.3744448296262950,0.5787270663034180,-0.4256207413818010,0.9542576426362260,0.9542576426362260,0.4685166713003770,0.2657868257612950,-0.4815206960416740,0.526455126081828,-0.9137372031415450,-0.9137372031415450,0.8149092729085470,-0.6587857799181880,-0.9790157604897630,-0.06914844865406200,-0.06914844865406200,-0.0374186218862095,0.8517872132393040,-0.6345509391160210,-0.6345509391160210,-0.7075451946476830,0.7960837985490560,0.7960837985490560,-0.13559934129353100,-0.13559934129353100,1.0,2
1.5169,13.33,3.54,1.61,72.54,0.68,8.11,0.0,0.0,-0.6516313098055130,0.33773646939757200,-0.9998920649069650,0.22746401977076600,-0.5859919546722180,-0.9796427873999590,0.05387023744993890,0.05387023744993890,-0.39747142013585400,-0.719327020537238,-0.5001725007120680,0.1268244729473490,-0.8519236143046460,0.7223308807054330,0.7223308807054330,0.42377681767942800,0.7764545588503860,-0.47273241907431000,0.6087037053392170,-0.9216800341052030,-0.9216800341052030,0.31700755856006000,-0.6587857799181880,-0.9567375630830610,-0.03919363177298770,-0.03919363177298770,-0.5707569068705730,0.513610405782973,-0.9601189529351610,-0.9601189529351610,-0.8052033853057,0.7775727187509280,0.7775727187509280,-0.2532307130905380,-0.2532307130905380,1.0,2
1.51851,13.2,3.63,1.07,72.83,0.57,8.41,0.09,0.17,-0.549146860750743,0.42242675546964200,-0.8509092102869710,0.49781938277292000,-0.49489472266093200,-0.8757872195964570,-0.037704733681718100,-0.1174420113950310,-0.43384828045894300,-0.13244277182027400,-0.35582619556484100,0.3589726460625430,-0.928237993085689,0.7494076215820770,0.6940985645086970,-0.01238866346289060,0.4873217342878020,-0.4902608213407000,0.864636159305211,-0.8373344009738800,-0.7909677119144170,0.07250895329269450,-0.06914844865406220,-0.9984756506226110,0.39933952940627300,0.32479628443877600,-0.4145309832561090,0.9041506194668070,-0.7879221815181180,-0.7361927182273160,-0.9027062216819100,0.7899922314973650,0.7384685587295880,-0.6020119026848240,-0.6638973450543530,0.9663899781345130,2
1.51662,12.85,3.51,1.44,73.01,0.68,8.23,0.06,0.25,-0.227444951240851,0.30908523593243000,-0.9829412805400600,0.6435999748459290,-0.585765042980828,-0.9486543640358900,-0.005823640286681930,-0.1945745318201460,-0.7948495456641770,-0.1522387756638650,-0.5088066058506250,0.5705430531599810,-0.6128385404946130,0.9415381057390670,0.8609666164623060,0.2353814429544500,0.43408289888797700,-0.4989519209661410,0.6775495468382800,-0.9096285273579450,-0.8148028117859130,0.5831270522374820,-0.5220081751547070,-0.9700834440387660,0.0707372016677029,-0.11892156929661200,-0.13699518575879900,0.9041506194668130,-0.6870544247839420,-0.5374643566887570,-0.8704020629027670,0.7384685587295880,0.5978339822872980,-0.42233370833177000,-0.585922826693367,0.9523335698857130,2
