day,month,year,Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUI,FWI,day*month,day*year,day*Temperature,day*RH,day*Ws,day*Rain,day*FFMC,day*DMC,day*DC,day*ISI,day*BUI,day*FWI,month*year,month*Temperature,month*RH,month*Ws,month*Rain,month*FFMC,month*DMC,month*DC,month*ISI,month*BUI,month*FWI,year*Temperature,year*RH,year*Ws,year*Rain,year*FFMC,year*DMC,year*DC,year*ISI,year*BUI,year*FWI,Temperature*RH,Temperature*Ws,Temperature*Rain,Temperature*FFMC,Temperature*DMC,Temperature*DC,Temperature*ISI,Temperature*BUI,Temperature*FWI,RH*Ws,RH*Rain,RH*FFMC,RH*DMC,RH*DC,RH*ISI,RH*BUI,RH*FWI,Ws*Rain,Ws*FFMC,Ws*DMC,Ws*DC,Ws*ISI,Ws*BUI,Ws*FWI,Rain*FFMC,Rain*DMC,Rain*DC,Rain*ISI,Rain*BUI,Rain*FWI,FFMC*DMC,FFMC*DC,FFMC*ISI,FFMC*BUI,FFMC*FWI,DMC*DC,DMC*ISI,DMC*BUI,DMC*FWI,DC*ISI,DC*BUI,DC*FWI,ISI*BUI,ISI*FWI,BUI*FWI,Classes
1,8,2012,38,52,14,0.0,78.3,4.4,10.5,2.0,4.4,0.8,8.0,2012.0,38.0,52.0,14.0,0.0,78.3,4.4,10.5,2.0,4.4,0.8,16096.0,304.0,416.0,112.0,0.0,626.4,35.2,84.0,16.0,35.2,6.4,76456.0,104624.0,28168.0,0.0,157539.6,8852.800000000000,21126.0,4024.0,8852.800000000000,1609.6000000000000,1976.0,532.0,0.0,2975.4,167.20000000000000,399.0,76.0,167.20000000000000,30.400000000000000,728.0,0.0,4071.6,228.8,546.0,104.0,228.8,41.6,0.0,1096.2,61.60000000000000,147.0,28.0,61.60000000000000,11.200000000000000,0.0,0.0,0.0,0.0,0.0,0.0,344.52000000000000,822.15,156.6,344.52000000000000,62.64,46.2,8.8,19.360000000000000,3.5200000000000000,21.0,46.2,8.4,8.8,1.6,3.5200000000000000,not fire
2,8,2012,40,34,14,0.0,93.3,10.8,21.4,13.8,10.6,13.5,16.0,4024.0,80.0,68.0,28.0,0.0,186.6,21.6,42.8,27.6,21.2,27.0,16096.0,320.0,272.0,112.0,0.0,746.4,86.4,171.2,110.4,84.8,108.0,80480.0,68408.0,28168.0,0.0,187719.6,21729.600000000000,43056.800000000000,27765.600000000000,21327.2,27162.0,1360.0,560.0,0.0,3732.0,432.0,856.0,552.0,424.0,540.0,476.0,0.0,3172.2,367.20000000000000,727.6000000000000,469.20000000000000,360.4,459.0,0.0,1306.2,151.20000000000000,299.60000000000000,193.20000000000000,148.4,189.0,0.0,0.0,0.0,0.0,0.0,0.0,1007.64,1996.62,1287.54,988.9800000000000,1259.55,231.12,149.04000000000000,114.48,145.8,295.32,226.84000000000000,288.9,146.28,186.3,143.1,fire
3,8,2012,39,33,17,0.0,93.7,17.1,32.1,17.2,16.9,19.5,24.0,6036.0,117.0,99.0,51.0,0.0,281.1,51.300000000000000,96.30000000000000,51.600000000000000,50.700000000000000,58.5,16096.0,312.0,264.0,136.0,0.0,749.6,136.8,256.8,137.6,135.2,156.0,78468.0,66396.0,34204.0,0.0,188524.4,34405.200000000000,64585.200000000000,34606.4,34002.800000000000,39234.0,1287.0,663.0,0.0,3654.3,666.9000000000000,1251.9,670.8,659.1000000000000,760.5,561.0,0.0,3092.1,564.3000000000000,1059.3,567.6,557.7000000000000,643.5,0.0,1592.9,290.70000000000000,545.7,292.4,287.30000000000000,331.5,0.0,0.0,0.0,0.0,0.0,0.0,1602.2700000000000,3007.7700000000000,1611.6400000000000,1583.53,1827.15,548.9100000000000,294.12,288.99,333.45000000000000,552.12,542.49,625.95,290.68000000000000,335.4,329.55000000000000,fire
4,8,2012,38,35,15,0.0,93.8,23.0,42.7,15.7,22.9,20.9,32.0,8048.0,152.0,140.0,60.0,0.0,375.2,92.0,170.8,62.8,91.6,83.6,16096.0,304.0,280.0,120.0,0.0,750.4,184.0,341.6,125.6,183.2,167.2,76456.0,70420.0,30180.0,0.0,188725.6,46276.0,85912.40000000000,31588.400000000000,46074.800000000000,42050.800000000000,1330.0,570.0,0.0,3564.4,874.0,1622.6000000000000,596.6,870.2000000000000,794.2000000000000,525.0,0.0,3283.0,805.0,1494.5,549.5,801.5,731.5,0.0,1407.0,345.0,640.5,235.5,343.5,313.5,0.0,0.0,0.0,0.0,0.0,0.0,2157.4,4005.26,1472.6600000000000,2148.02,1960.4200000000000,982.1,361.10000000000000,526.7000000000000,480.7,670.39,977.83,892.43,359.53,328.13000000000000,478.61000000000000,fire
5,8,2012,34,42,17,0.1,88.3,23.6,52.5,19.0,23.5,12.6,40.0,10060.0,170.0,210.0,85.0,0.5,441.5,118.0,262.5,95.0,117.5,63.0,16096.0,272.0,336.0,136.0,0.8,706.4,188.8,420.0,152.0,188.0,100.8,68408.0,84504.0,34204.0,201.20000000000000,177659.6,47483.200000000000,105630.0,38228.0,47282.0,25351.2,1428.0,578.0,3.4000000000000000,3002.2,802.4000000000000,1785.0,646.0,799.0,428.4,714.0,4.2,3708.6,991.2,2205.0,798.0,987.0,529.2000000000000,1.7000000000000000,1501.1,401.20000000000000,892.5,323.0,399.5,214.2,8.83,2.3600000000000000,5.25,1.9000000000000000,2.35,1.26,2083.88,4635.75,1677.7,2075.0500000000000,1112.58,1239.0,448.40000000000000,554.6,297.36,997.5,1233.75,661.5,446.5,239.4,296.10000000000000,fire
6,8,2012,30,54,14,3.1,70.5,11.0,9.1,1.3,10.5,0.8,48.0,12072.0,180.0,324.0,84.0,18.6,423.0,66.0,54.600000000000000,7.800000000000000,63.0,4.800000000000000,16096.0,240.0,432.0,112.0,24.8,564.0,88.0,72.8,10.4,84.0,6.4,60360.0,108648.0,28168.0,6237.2,141846.0,22132.0,18309.2,2615.6,21126.0,1609.6000000000000,1620.0,420.0,93.0,2115.0,330.0,273.0,39.0,315.0,24.0,756.0,167.4,3807.0,594.0,491.4,70.2,567.0,43.2,43.4,987.0,154.0,127.40000000000000,18.2,147.0,11.200000000000000,218.55,34.1,28.21,4.03,32.550000000000000,2.4800000000000000,775.5,641.55,91.65,740.25,56.400000000000000,100.1,14.3,115.5,8.8,11.83,95.55,7.28,13.65,1.04,8.4,not fire
7,8,2012,34,63,13,2.9,69.7,7.2,9.8,1.2,6.9,0.6,56.0,14084.0,238.0,441.0,91.0,20.3,487.90000000000000,50.4,68.60000000000000,8.4,48.300000000000000,4.2,16096.0,272.0,504.0,104.0,23.2,557.6,57.6,78.4,9.6,55.2,4.8,68408.0,126756.0,26156.0,5834.8,140236.4,14486.4,19717.600000000000,2414.4,13882.800000000000,1207.2,2142.0,442.0,98.6,2369.8,244.8,333.20000000000000,40.8,234.60000000000000,20.4,819.0,182.7,4391.1,453.6,617.4000000000000,75.6,434.70000000000000,37.8,37.700000000000000,906.1,93.60000000000000,127.4,15.6,89.7,7.8,202.13,20.88,28.42,3.48,20.01,1.74,501.84000000000000,683.0600000000000,83.64,480.93000000000000,41.82,70.56,8.64,49.68000000000000,4.32,11.76,67.62,5.88,8.28,0.72,4.14,not fire
8,8,2012,37,56,11,0.0,87.4,11.2,20.2,5.2,11.0,5.9,64.0,16096.0,296.0,448.0,88.0,0.0,699.2,89.6,161.6,41.6,88.0,47.2,16096.0,296.0,448.0,88.0,0.0,699.2,89.6,161.6,41.6,88.0,47.2,74444.0,112672.0,22132.0,0.0,175848.80000000000,22534.400000000000,40642.4,10462.4,22132.0,11870.800000000000,2072.0,407.0,0.0,3233.8,414.4,747.4,192.4,407.0,218.3,616.0,0.0,4894.400000000000,627.2000000000000,1131.2,291.2,616.0,330.40000000000000,0.0,961.4000000000000,123.20000000000000,222.2,57.2,121.0,64.9,0.0,0.0,0.0,0.0,0.0,0.0,978.88,1765.48,454.48,961.4000000000000,515.6600000000000,226.24000000000000,58.240000000000000,123.20000000000000,66.08,105.04,222.2,119.18,57.2,30.680000000000000,64.9,fire
9,8,2012,39,43,12,0.0,91.7,16.5,30.9,9.6,16.4,12.7,72.0,18108.0,351.0,387.0,108.0,0.0,825.3000000000000,148.5,278.10000000000000,86.40000000000000,147.6,114.3,16096.0,312.0,344.0,96.0,0.0,733.6,132.0,247.2,76.8,131.2,101.6,78468.0,86516.0,24144.0,0.0,184500.4,33198.0,62170.800000000000,19315.2,32996.800000000000,25552.400000000000,1677.0,468.0,0.0,3576.3,643.5,1205.1,374.4,639.6000000000000,495.30000000000000,516.0,0.0,3943.1,709.5,1328.7,412.8,705.2000000000000,546.1,0.0,1100.4,198.0,370.80000000000000,115.20000000000000,196.80000000000000,152.40000000000000,0.0,0.0,0.0,0.0,0.0,0.0,1513.05,2833.5300000000000,880.32,1503.8800000000000,1164.59,509.85000000000000,158.4,270.60000000000000,209.55000000000000,296.64,506.76000000000000,392.43000000000000,157.44000000000000,121.92000000000000,208.28000000000000,fire
10,8,2012,39,39,15,0.2,89.3,15.8,35.4,8.2,15.8,10.7,80.0,20120.0,390.0,390.0,150.0,2.0,893.0,158.0,354.0,82.0,158.0,107.0,16096.0,312.0,312.0,120.0,1.6,714.4,126.4,283.2,65.6,126.4,85.6,78468.0,78468.0,30180.0,402.40000000000000,179671.6,31789.600000000000,71224.8,16498.400000000000,31789.600000000000,21528.400000000000,1521.0,585.0,7.800000000000000,3482.7,616.2,1380.6,319.80000000000000,616.2,417.30000000000000,585.0,7.800000000000000,3482.7,616.2,1380.6,319.80000000000000,616.2,417.30000000000000,3.0,1339.5,237.0,531.0,123.00000000000000,237.0,160.5,17.86,3.16,7.08,1.64,3.16,2.14,1410.94,3161.22,732.2600000000000,1410.94,955.5100000000000,559.32,129.56,249.64000000000000,169.06,290.28,559.32,378.78,129.56,87.74000000000000,169.06,fire
11,8,2012,40,31,15,0.0,94.2,22.5,46.3,16.6,22.4,21.6,88.0,22132.0,440.0,341.0,165.0,0.0,1036.2,247.5,509.30000000000000,182.60000000000000,246.40000000000000,237.60000000000000,16096.0,320.0,248.0,120.0,0.0,753.6,180.0,370.4,132.8,179.2,172.8,80480.0,62372.0,30180.0,0.0,189530.4,45270.0,93155.60000000000,33399.200000000000,45068.800000000000,43459.200000000000,1240.0,600.0,0.0,3768.0,900.0,1852.0,664.0,896.0,864.0,465.0,0.0,2920.2000000000000,697.5,1435.3,514.6,694.4,669.6,0.0,1413.0,337.5,694.5,249.00000000000000,336.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,2119.5,4361.46,1563.7200000000000,2110.08,2034.7200000000000,1041.75,373.50000000000000,504.00000000000000,486.00000000000000,768.58,1037.12,1000.08,371.84000000000000,358.56000000000000,483.84,fire
12,8,2012,39,21,17,0.4,93.0,18.4,41.5,15.5,18.4,18.8,96.0,24144.0,468.0,252.0,204.0,4.800000000000000,1116.0,220.80000000000000,498.0,186.0,220.80000000000000,225.60000000000000,16096.0,312.0,168.0,136.0,3.2,744.0,147.2,332.0,124.0,147.2,150.4,78468.0,42252.0,34204.0,804.8000000000000,187116.0,37020.800000000000,83498.0,31186.0,37020.800000000000,37825.6,819.0,663.0,15.600000000000000,3627.0,717.6000000000000,1618.5,604.5,717.6000000000000,733.2,357.0,8.4,1953.0,386.4,871.5,325.5,386.4,394.8,6.800000000000000,1581.0,312.80000000000000,705.5,263.5,312.80000000000000,319.6,37.2,7.360000000000000,16.6,6.2,7.360000000000000,7.5200000000000000,1711.2000000000000,3859.5,1441.5,1711.2000000000000,1748.4,763.6000000000000,285.2,338.56000000000000,345.92000000000000,643.25,763.6000000000000,780.2,285.2,291.40000000000000,345.92000000000000,fire
13,8,2012,35,34,16,0.2,88.3,16.9,45.1,7.5,17.5,10.5,104.0,26156.0,455.0,442.0,208.0,2.6,1147.9000000000000,219.7,586.3000000000000,97.5,227.5,136.5,16096.0,280.0,272.0,128.0,1.6,706.4,135.2,360.8,60.0,140.0,84.0,70420.0,68408.0,32192.0,402.40000000000000,177659.6,34002.800000000000,90741.2,15090.0,35210.0,21126.0,1190.0,560.0,7.0,3090.5,591.5,1578.5,262.5,612.5,367.5,544.0,6.800000000000000,3002.2,574.6000000000000,1533.4,255.0,595.0,357.0,3.2,1412.8,270.4,721.6,120.0,280.0,168.0,17.66,3.38,9.020000000000000,1.5,3.5,2.1,1492.2700000000000,3982.33,662.25,1545.25,927.15,762.1900000000000,126.75000000000000,295.75,177.45,338.25,789.25,473.55,131.25,78.75,183.75,fire
14,8,2012,37,40,13,0.0,91.9,22.3,55.5,10.8,22.3,15.7,112.0,28168.0,518.0,560.0,182.0,0.0,1286.6000000000000,312.2,777.0,151.20000000000000,312.2,219.80000000000000,16096.0,296.0,320.0,104.0,0.0,735.2,178.4,444.0,86.4,178.4,125.6,74444.0,80480.0,26156.0,0.0,184902.80000000000,44867.6,111666.0,21729.600000000000,44867.6,31588.400000000000,1480.0,481.0,0.0,3400.3,825.1,2053.5,399.6,825.1,580.9,520.0,0.0,3676.0,892.0,2220.0,432.0,892.0,628.0,0.0,1194.7,289.90000000000000,721.5,140.4,289.90000000000000,204.1,0.0,0.0,0.0,0.0,0.0,0.0,2049.3700000000000,5100.450000000000,992.5200000000000,2049.3700000000000,1442.83,1237.65,240.84000000000000,497.29,350.11,599.4000000000000,1237.65,871.3500000000000,240.84000000000000,169.56,350.11,fire
15,8,2012,35,46,13,0.3,83.9,16.9,54.2,3.5,19.0,5.5,120.0,30180.0,525.0,690.0,195.0,4.5,1258.5,253.50000000000000,813.0,52.5,285.0,82.5,16096.0,280.0,368.0,104.0,2.4,671.2,135.2,433.6,28.0,152.0,44.0,70420.0,92552.0,26156.0,603.6,168806.80000000000,34002.800000000000,109050.40000000000,7042.0,38228.0,11066.0,1610.0,455.0,10.5,2936.5,591.5,1897.0,122.5,665.0,192.5,598.0,13.800000000000000,3859.4,777.4,2493.2000000000000,161.0,874.0,253.0,3.9,1090.7,219.7,704.6,45.5,247.0,71.5,25.17,5.070000000000000,16.26,1.05,5.7,1.65,1417.91,4547.38,293.65000000000000,1594.1000000000000,461.45000000000000,915.98,59.15000000000000,321.10000000000000,92.95000000000000,189.70000000000000,1029.8,298.1,66.5,19.25,104.5,fire
16,8,2012,40,41,10,0.1,92.0,22.6,65.1,9.5,24.2,14.8,128.0,32192.0,640.0,656.0,160.0,1.6,1472.0,361.6,1041.6,152.0,387.2,236.8,16096.0,320.0,328.0,80.0,0.8,736.0,180.8,520.8,76.0,193.6,118.4,80480.0,82492.0,20120.0,201.20000000000000,185104.0,45471.200000000000,130981.20000000000,19114.0,48690.4,29777.600000000000,1640.0,400.0,4.0,3680.0,904.0,2604.0,380.0,968.0,592.0,410.0,4.1000000000000000,3772.0,926.6,2669.1,389.5,992.2000000000000,606.8000000000000,1.0,920.0,226.0,651.0,95.0,242.0,148.0,9.200000000000000,2.2600000000000000,6.51,0.9500000000000000,2.42,1.4800000000000000,2079.2000000000000,5989.2,874.0,2226.4,1361.6000000000000,1471.26,214.70000000000000,546.9200000000000,334.48,618.4500000000000,1575.4200000000000,963.48,229.9,140.6,358.16,fire
17,8,2012,42,24,9,0.0,96.0,30.3,76.4,15.7,30.4,24.0,136.0,34204.0,714.0,408.0,153.0,0.0,1632.0,515.1,1298.8000000000000,266.9,516.8,408.0,16096.0,336.0,192.0,72.0,0.0,768.0,242.4,611.2,125.6,243.2,192.0,84504.0,48288.0,18108.0,0.0,193152.0,60963.6,153716.80000000000,31588.400000000000,61164.800000000000,48288.0,1008.0,378.0,0.0,4032.0,1272.6000000000000,3208.8,659.4,1276.8,1008.0,216.0,0.0,2304.0,727.2,1833.6000000000000,376.80000000000000,729.6000000000000,576.0,0.0,864.0,272.7,687.6,141.30000000000000,273.60000000000000,216.0,0.0,0.0,0.0,0.0,0.0,0.0,2908.8,7334.400000000000,1507.2000000000000,2918.4000000000000,2304.0,2314.92,475.71,921.12,727.2,1199.48,2322.56,1833.6000000000000,477.28,376.80000000000000,729.6000000000000,fire
18,8,2012,37,37,14,0.0,94.3,35.9,86.8,16.0,35.9,26.3,144.0,36216.0,666.0,666.0,252.0,0.0,1697.4000000000000,646.2000000000000,1562.4000000000000,288.0,646.2000000000000,473.40000000000000,16096.0,296.0,296.0,112.0,0.0,754.4,287.2,694.4,128.0,287.2,210.4,74444.0,74444.0,28168.0,0.0,189731.6,72230.8,174641.6,32192.0,72230.8,52915.6,1369.0,518.0,0.0,3489.1,1328.3,3211.6,592.0,1328.3,973.1,518.0,0.0,3489.1,1328.3,3211.6,592.0,1328.3,973.1,0.0,1320.2,502.60000000000000,1215.2,224.0,502.60000000000000,368.2,0.0,0.0,0.0,0.0,0.0,0.0,3385.37,8185.24,1508.8,3385.37,2480.09,3116.12,574.4,1288.81,944.17,1388.8,3116.12,2282.84,574.4,420.8,944.17,fire
19,8,2012,35,66,15,0.1,82.7,32.7,96.8,3.3,35.5,7.7,152.0,38228.0,665.0,1254.0,285.0,1.9000000000000000,1571.3,621.3000000000000,1839.2,62.700000000000000,674.5,146.3,16096.0,280.0,528.0,120.0,0.8,661.6,261.6,774.4,26.4,284.0,61.6,70420.0,132792.0,30180.0,201.20000000000000,166392.4,65792.40000000000,194761.6,6639.600000000000,71426.0,15492.4,2310.0,525.0,3.5,2894.5,1144.5,3388.0,115.5,1242.5,269.5,990.0,6.6000000000000000,5458.2,2158.2000000000000,6388.8,217.80000000000000,2343.0,508.2,1.5,1240.5,490.50000000000000,1452.0,49.5,532.5,115.5,8.270000000000000,3.2700000000000000,9.68,0.33,3.5500000000000000,0.77,2704.2900000000000,8005.36,272.91000000000000,2935.85,636.7900000000000,3165.36,107.91,1160.8500000000000,251.79000000000000,319.44,3436.4,745.36,117.15000000000000,25.41,273.35,fire
20,8,2012,36,81,15,0.0,83.7,34.4,107.0,3.8,38.1,9.0,160.0,40240.0,720.0,1620.0,300.0,0.0,1674.0,688.0,2140.0,76.0,762.0,180.0,16096.0,288.0,648.0,120.0,0.0,669.6,275.2,856.0,30.4,304.8,72.0,72432.0,162972.0,30180.0,0.0,168404.4,69212.8,215284.0,7645.600000000000,76657.2,18108.0,2916.0,540.0,0.0,3013.2000000000000,1238.4000000000000,3852.0,136.80000000000000,1371.6000000000000,324.0,1215.0,0.0,6779.7,2786.4,8667.0,307.8,3086.1,729.0,0.0,1255.5,516.0,1605.0,57.0,571.5,135.0,0.0,0.0,0.0,0.0,0.0,0.0,2879.28,8955.9,318.06,3188.9700000000000,753.3000000000000,3680.8000000000000,130.72,1310.64,309.60000000000000,406.60000000000000,4076.7000000000000,963.0,144.78,34.200000000000000,342.90000000000000,fire
21,8,2012,36,71,15,0.0,86.0,36.9,117.1,5.1,41.3,12.2,168.0,42252.0,756.0,1491.0,315.0,0.0,1806.0,774.9,2459.1,107.1,867.3,256.2,16096.0,288.0,568.0,120.0,0.0,688.0,295.2,936.8,40.8,330.4,97.6,72432.0,142852.0,30180.0,0.0,173032.0,74242.8,235605.20000000000,10261.200000000000,83095.60000000000,24546.400000000000,2556.0,540.0,0.0,3096.0,1328.4000000000000,4215.600000000000,183.6,1486.8,439.2,1065.0,0.0,6106.0,2619.9,8314.1,362.10000000000000,2932.3000000000000,866.2000000000000,0.0,1290.0,553.5,1756.5,76.5,619.5,183.0,0.0,0.0,0.0,0.0,0.0,0.0,3173.4,10070.6,438.60000000000000,3551.8000000000000,1049.2,4320.99,188.19000000000000,1523.9700000000000,450.18000000000000,597.2100000000000,4836.23,1428.62,210.63000000000000,62.22000000000000,503.86000000000000,fire
22,8,2012,37,53,14,0.0,89.5,41.1,127.5,8.0,45.5,18.1,176.0,44264.0,814.0,1166.0,308.0,0.0,1969.0,904.2,2805.0,176.0,1001.0,398.20000000000000,16096.0,296.0,424.0,112.0,0.0,716.0,328.8,1020.0,64.0,364.0,144.8,74444.0,106636.0,28168.0,0.0,180074.0,82693.2,256530.0,16096.0,91546.0,36417.200000000000,1961.0,518.0,0.0,3311.5,1520.7,4717.5,296.0,1683.5,669.7,742.0,0.0,4743.5,2178.3,6757.5,424.0,2411.5,959.3000000000000,0.0,1253.0,575.4,1785.0,112.0,637.0,253.40000000000000,0.0,0.0,0.0,0.0,0.0,0.0,3678.4500000000000,11411.25,716.0,4072.25,1619.95,5240.25,328.8,1870.05,743.9100000000000,1020.0,5801.25,2307.75,364.0,144.8,823.5500000000000,fire
23,8,2012,36,43,16,0.0,91.2,46.1,137.7,11.5,50.2,24.5,184.0,46276.0,828.0,989.0,368.0,0.0,2097.6,1060.3,3167.1,264.5,1154.6000000000000,563.5,16096.0,288.0,344.0,128.0,0.0,729.6,368.8,1101.6,92.0,401.6,196.0,72432.0,86516.0,32192.0,0.0,183494.4,92753.2,277052.40000000000,23138.0,101002.40000000000,49294.0,1548.0,576.0,0.0,3283.2000000000000,1659.6000000000000,4957.2,414.0,1807.2,882.0,688.0,0.0,3921.6,1982.3,5921.100000000000,494.5,2158.6,1053.5,0.0,1459.2,737.6,2203.2,184.0,803.2,392.0,0.0,0.0,0.0,0.0,0.0,0.0,4204.320000000000,12558.24,1048.8,4578.240000000000,2234.4,6347.970000000000,530.15,2314.2200000000000,1129.45,1583.55,6912.54,3373.6500000000000,577.3000000000000,281.75,1229.9,fire
24,8,2012,35,38,15,0.0,92.1,51.3,147.7,12.2,54.9,26.9,192.0,48288.0,840.0,912.0,360.0,0.0,2210.4000000000000,1231.2000000000000,3544.8000000000000,292.80000000000000,1317.6,645.6000000000000,16096.0,280.0,304.0,120.0,0.0,736.8,410.4,1181.6,97.6,439.2,215.2,70420.0,76456.0,30180.0,0.0,185305.20000000000,103215.60000000000,297172.40000000000,24546.400000000000,110458.8,54122.800000000000,1330.0,525.0,0.0,3223.5,1795.5,5169.5,427.0,1921.5,941.5,570.0,0.0,3499.8000000000000,1949.4000000000000,5612.600000000000,463.60000000000000,2086.2,1022.2000000000000,0.0,1381.5,769.5,2215.5,183.0,823.5,403.5,0.0,0.0,0.0,0.0,0.0,0.0,4724.73,13603.170000000000,1123.62,5056.29,2477.49,7577.010000000000,625.8600000000000,2816.37,1379.9700000000000,1801.9400000000000,8108.73,3973.1300000000000,669.78,328.18000000000000,1476.81,fire
25,8,2012,34,40,18,0.0,92.1,56.3,157.5,14.3,59.5,31.1,200.0,50300.0,850.0,1000.0,450.0,0.0,2302.5,1407.5,3937.5,357.5,1487.5,777.5,16096.0,272.0,320.0,144.0,0.0,736.8,450.4,1260.0,114.4,476.0,248.8,68408.0,80480.0,36216.0,0.0,185305.20000000000,113275.60000000000,316890.0,28771.600000000000,119714.0,62573.200000000000,1360.0,612.0,0.0,3131.4000000000000,1914.2000000000000,5355.0,486.20000000000000,2023.0,1057.4,720.0,0.0,3684.0,2252.0,6300.0,572.0,2380.0,1244.0,0.0,1657.8,1013.4,2835.0,257.40000000000000,1071.0,559.8000000000000,0.0,0.0,0.0,0.0,0.0,0.0,5185.23,14505.75,1317.03,5479.95,2864.31,8867.25,805.09,3349.85,1750.93,2252.25,9371.25,4898.25,850.85,444.73,1850.45,fire
26,8,2012,33,37,16,0.0,92.2,61.3,167.2,13.1,64.0,30.3,208.0,52312.0,858.0,962.0,416.0,0.0,2397.2000000000000,1593.8,4347.2,340.60000000000000,1664.0,787.8000000000000,16096.0,264.0,296.0,128.0,0.0,737.6,490.4,1337.6,104.8,512.0,242.4,66396.0,74444.0,32192.0,0.0,185506.4,123335.60000000000,336406.40000000000,26357.2,128768.0,60963.6,1221.0,528.0,0.0,3042.6,2022.9000000000000,5517.600000000000,432.3,2112.0,999.9,592.0,0.0,3411.4,2268.1,6186.4,484.7,2368.0,1121.1000000000000,0.0,1475.2,980.8,2675.2,209.6,1024.0,484.8,0.0,0.0,0.0,0.0,0.0,0.0,5651.86,15415.84,1207.82,5900.8,2793.6600000000000,10249.360000000000,803.03,3923.2,1857.3900000000000,2190.3200000000000,10700.8,5066.16,838.4,396.93,1939.2,fire
27,8,2012,36,54,14,0.0,91.0,65.9,177.3,10.0,68.0,26.1,216.0,54324.0,972.0,1458.0,378.0,0.0,2457.0,1779.3000000000000,4787.1,270.0,1836.0,704.7,16096.0,288.0,432.0,112.0,0.0,728.0,527.2,1418.4,80.0,544.0,208.8,72432.0,108648.0,28168.0,0.0,183092.0,132590.80000000000,356727.60000000000,20120.0,136816.0,52513.200000000000,1944.0,504.0,0.0,3276.0,2372.4,6382.8,360.0,2448.0,939.6,756.0,0.0,4914.0,3558.6000000000000,9574.2,540.0,3672.0,1409.4,0.0,1274.0,922.6000000000000,2482.2000000000000,140.0,952.0,365.40000000000000,0.0,0.0,0.0,0.0,0.0,0.0,5996.900000000000,16134.300000000000,910.0,6188.0,2375.1,11684.070000000000,659.0,4481.200000000000,1719.9900000000000,1773.0,12056.400000000000,4627.530000000000,680.0,261.0,1774.8000000000000,fire
28,8,2012,35,56,14,0.4,79.2,37.0,166.0,2.1,30.6,6.1,224.0,56336.0,980.0,1568.0,392.0,11.200000000000000,2217.6,1036.0,4648.0,58.800000000000000,856.8000000000000,170.80000000000000,16096.0,280.0,448.0,112.0,3.2,633.6,296.0,1328.0,16.8,244.8,48.8,70420.0,112672.0,28168.0,804.8000000000000,159350.4,74444.0,333992.0,4225.2,61567.200000000000,12273.200000000000,1960.0,490.0,14.0,2772.0,1295.0,5810.0,73.5,1071.0,213.5,784.0,22.400000000000000,4435.2,2072.0,9296.0,117.60000000000000,1713.6000000000000,341.60000000000000,5.6000000000000000,1108.8,518.0,2324.0,29.400000000000000,428.40000000000000,85.40000000000000,31.680000000000000,14.8,66.4,0.8400000000000000,12.240000000000000,2.44,2930.4,13147.2,166.32000000000000,2423.52,483.12,6142.0,77.7,1132.2,225.7,348.6,5079.6,1012.6000000000000,64.26,12.81,186.66,not fire
29,8,2012,35,53,17,0.5,80.2,20.7,149.2,2.7,30.6,5.9,232.0,58348.0,1015.0,1537.0,493.0,14.5,2325.8,600.3,4326.800000000000,78.30000000000000,887.4000000000000,171.10000000000000,16096.0,280.0,424.0,136.0,4.0,641.6,165.6,1193.6,21.6,244.8,47.2,70420.0,106636.0,34204.0,1006.0,161362.4,41648.4,300190.40000000000,5432.400000000000,61567.200000000000,11870.800000000000,1855.0,595.0,17.5,2807.0,724.5,5222.0,94.5,1071.0,206.5,901.0,26.5,4250.6,1097.1,7907.600000000000,143.10000000000000,1621.8000000000000,312.70000000000000,8.5,1363.4,351.9,2536.4000000000000,45.900000000000000,520.2,100.30000000000000,40.1,10.35,74.6,1.35,15.3,2.95,1660.14,11965.84,216.54000000000000,2454.1200000000000,473.18000000000000,3088.4400000000000,55.89,633.42,122.13000000000000,402.84,4565.5200000000000,880.28,82.62,15.930000000000000,180.54000000000000,fire
30,8,2012,34,49,15,0.0,89.2,24.8,159.1,8.1,35.7,16.0,240.0,60360.0,1020.0,1470.0,450.0,0.0,2676.0,744.0,4773.0,243.0,1071.0,480.0,16096.0,272.0,392.0,120.0,0.0,713.6,198.4,1272.8,64.8,285.6,128.0,68408.0,98588.0,30180.0,0.0,179470.4,49897.6,320109.2,16297.200000000000,71828.40000000000,32192.0,1666.0,510.0,0.0,3032.8,843.2,5409.4,275.4,1213.8000000000000,544.0,735.0,0.0,4370.8,1215.2,7795.9,396.9,1749.3000000000000,784.0,0.0,1338.0,372.0,2386.5,121.5,535.5,240.0,0.0,0.0,0.0,0.0,0.0,0.0,2212.1600000000000,14191.72,722.52,3184.4400000000000,1427.2,3945.68,200.88,885.3600000000000,396.8,1288.7100000000000,5679.87,2545.6,289.17,129.6,571.2,fire
